set_name	source	classes	item_id	item_name	slot
Dwarven Plate	Crafted	WAR,CLR,PAL	2670	Dwarven Plate Boots	feet
Dwarven Plate	Crafted	WAR,CLR,PAL	2672	Dwarven Plate Bracers	wrist1
Dwarven Plate	Crafted	WAR,CLR,PAL	2656	Dwarven Plate Breastplate	chest
Dwarven Plate	Crafted	WAR,CLR,PAL	2677	Dwarven Plate Gauntlets	hands
Dwarven Plate	Crafted	WAR,CLR,PAL	2681	Dwarven Plate Greaves	legs
Dwarven Plate	Crafted	WAR,CLR,PAL	2683	Dwarven Plate Helm	head
Dwarven Plate	Crafted	WAR,CLR,PAL	2687	Dwarven Plate Vambraces	arms
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2753	Efreeti Battle Axe	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2755	Efreeti Dirk	secondary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2758	Efreeti Long Sword	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2759	Efreeti Mace	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2760	Efreeti Magi Staff	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2761	Efreeti Scimitar	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2762	Efreeti Standard	secondary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2769	Efreeti War Shield	secondary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2764	Efreeti War Axe	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2767	Efreeti War Horn	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2770	Efreeti War Spear	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2771	Efreeti War Staff	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2766	Efreeti War Club	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2768	Efreeti War Maul	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2765	Efreeti War Bow	range
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2772	Efreeti Wind Staff	primary
Efreeti Weapons	Plane of Sky	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2773	Efreeti Zweihander	primary
Elder Spiritist's Armor	Kunark (Trakanon / Venril Sathir)	DRU	2785	Elder Spiritist's Helm	head
Elder Spiritist's Armor	Kunark (Trakanon / Venril Sathir)	DRU	2782	Elder Spiritist's Breastplate	chest
Elder Spiritist's Armor	Kunark (Trakanon / Venril Sathir)	DRU	2786	Elder Spiritist's Vambraces	arms
Elder Spiritist's Armor	Kunark (Trakanon / Venril Sathir)	DRU	2781	Elder Spiritist's Bracer	wrist1
Elder Spiritist's Armor	Kunark (Trakanon / Venril Sathir)	DRU	2783	Elder Spiritist's Gauntlets	hands
Elder Spiritist's Armor	Kunark (Trakanon / Venril Sathir)	DRU	2784	Elder Spiritist's Greaves	legs
Elder Spiritist's Armor	Kunark (Trakanon / Venril Sathir)	DRU	2780	Elder Spiritist's Boots	feet
Electrum Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	2798	Electrum Full Plate Boots	feet
Electrum Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	2799	Electrum Full Plate Bracer	wrist1
Electrum Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	2801	Electrum Full Plate Gauntlets	hands
Electrum Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	2803	Electrum Full Plate Greaves	legs
Electrum Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	2804	Electrum Full Plate Helm	head
Electrum Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	2806	Electrum Full Plate Vambraces	arms
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2797	Electrum Full Breastplate	chest
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2798	Electrum Full Plate Boots	feet
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2799	Electrum Full Plate Bracer	wrist1
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2800	Electrum Full Plate Collar	neck
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2801	Electrum Full Plate Gauntlets	hands
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2802	Electrum Full Plate Girdle	waist
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2803	Electrum Full Plate Greaves	legs
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2804	Electrum Full Plate Helm	head
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2805	Electrum Full Plate Pauldron	shoulders
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2806	Electrum Full Plate Vambraces	arms
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2807	Electrum Full Plate Visor	face
Electrum Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	2808	Electrum Full Splinted Cloak	back
Elven Chainmail	Crafted	WAR,CLR,PAL,RNG,DRU,BRD,ROG,WIZ,MAG,ENC	2837	Elven Chainmail Boots	feet
Elven Chainmail	Crafted	WAR,CLR,PAL,RNG,DRU,BRD,ROG,WIZ,MAG,ENC	2838	Elven Chainmail Bracelet	wrist1
Elven Chainmail	Crafted	WAR,CLR,PAL,RNG,DRU,BRD,ROG,WIZ,MAG,ENC	2840	Elven Chainmail Gloves	hands
Elven Chainmail	Crafted	WAR,CLR,PAL,RNG,DRU,BRD,ROG,WIZ,MAG,ENC	2841	Elven Chainmail Leggings	legs
Elven Chainmail	Crafted	WAR,CLR,PAL,RNG,DRU,BRD,ROG,WIZ,MAG,ENC	2845	Elven Chainmail Sleeves	arms
Elven Chainmail	Crafted	WAR,CLR,PAL,RNG,DRU,BRD,ROG,WIZ,MAG,ENC	2846	Elven Chainmail Tunic	chest
Enchanted Dwarven Plate	Crafted	WAR,CLR,PAL,SHD	2914	Enchanted Dwarven Plate Boots	feet
Enchanted Dwarven Plate	Crafted	WAR,CLR,PAL,SHD	2915	Enchanted Dwarven Plate Bracers	wrist1
Enchanted Dwarven Plate	Crafted	WAR,CLR,PAL,SHD	2917	Enchanted Dwarven Plate Gauntlets	hands
Enchanted Dwarven Plate	Crafted	WAR,CLR,PAL,SHD	2919	Enchanted Dwarven Plate Greaves	legs
Enchanted Dwarven Plate	Crafted	WAR,CLR,PAL,SHD	2920	Enchanted Dwarven Plate Helm	head
Enchanted Dwarven Plate	Crafted	WAR,CLR,PAL,SHD	2922	Enchanted Dwarven Plate Vambraces	arms
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3079	Etched Iron Boots	feet
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3080	Etched Iron Bracers	wrist1
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3081	Etched Iron Breastplate	chest
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3082	Etched Iron Collar	neck
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3083	Etched Iron Gauntlets	hands
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3084	Etched Iron Girdle	waist
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3085	Etched Iron Greaves	legs
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3086	Etched Iron Helm	head
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3087	Etched Iron Mask	face
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3088	Etched Iron Pauldron	shoulders
Etched Iron Armor	Stonebrunt Mountains	WAR,CLR,PAL,SHD,BRD	3089	Etched Iron Vambraces	arms
Etched Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3095	Etched Velium Battle Axe	primary
Etched Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3096	Etched Velium Battlehammer	primary
Etched Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3097	Etched Velium Brawl Stick	primary
Etched Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3098	Etched Velium War Lance	primary
Etched Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3099	Etched Velium Warsword	primary
Ethereal Mist Armor	Plane of Hate	CLR	3104	Ethereal Mist Boots	feet
Ethereal Mist Armor	Plane of Hate	CLR	3105	Ethereal Mist Bracers	wrist1
Ethereal Mist Armor	Plane of Hate	CLR	3106	Ethereal Mist Chestplate	chest
Ethereal Mist Armor	Plane of Hate	CLR	3107	Ethereal Mist Gauntlets	hands
Ethereal Mist Armor	Plane of Hate	CLR	3108	Ethereal Mist Greaves	legs
Ethereal Mist Armor	Plane of Hate	CLR	3109	Ethereal Mist Helm	head
Ethereal Mist Armor	Plane of Hate	CLR	3110	Ethereal Mist Vambraces	arms
Exquisite Velium Weapons		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3141	Exquisite Velium Battlehammer	primary
Exquisite Velium Weapons		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3142	Exquisite Velium Brawl Stick	primary
Exquisite Velium Weapons		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3145	Exquisite Velium Spear	primary
Exquisite Velium Weapons		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3143	Exquisite Velium Claidhmore	primary
Exquisite Velium Weapons		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3146	Exquisite Velium War Lance	primary
Exquisite Velium Weapons		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3144	Exquisite Velium Reinforced Bow	range
Exquisite Velium Weapons		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3140	Exquisite Velium Battle Axe	primary
Exquisite Velium Weapons		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3147	Exquisite Velium Warsword	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3182	Fading Shadow Claymore	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3183	Fading Shadow Dagger	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3184	Fading Shadow Long Sword	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3185	Fading Shadow Rapier	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3186	Fading Shadow Scimitar	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3187	Fading Shadow Short Sword	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3188	Fading Shadow Spear	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3189	Fading Shadow Staff	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3190	Fading Shadow Star	primary
Fading Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3191	Fading Shadow Warhammer	primary
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8872	Small Fine Steel Breastplate	chest
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8869	Small Fine Plate Vambraces	arms
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8866	Small Fine Plate Greaves	legs
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8864	Small Fine Plate Gauntlets	hands
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8861	Small Fine Plate Boots	feet
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8865	Small Fine Plate Girdle	waist
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8862	Small Fine Plate Bracer	wrist1
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8867	Small Fine Plate Helm	head
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8871	Small Fine Splinted Cloak	back
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8868	Small Fine Plate Pauldron	shoulders
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8870	Small Fine Plate Visor	face
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8863	Small Fine Plate Collar	neck
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3289	Fine Plate Breastplate	chest
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3296	Fine Plate Vambraces	arms
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3293	Fine Plate Greaves	legs
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3291	Fine Plate Gauntlets	hands
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3287	Fine Plate Boots	feet
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3292	Fine Plate Girdle	waist
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3288	Fine Plate Bracer	wrist1
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3294	Fine Plate Helm	head
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3299	Fine Splinted Cloak	back
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3295	Fine Plate Pauldron	shoulders
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3297	Fine Plate Visor	face
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	3290	Fine Plate Collar	neck
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5583	Large Fine Steel Breastplate	chest
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5580	Large Fine Plate Vambraces	arms
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5577	Large Fine Plate Greaves	legs
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5575	Large Fine Plate Gauntlets	hands
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5572	Large Fine Plate Boots	feet
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5576	Large Fine Plate Girdle	waist
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5573	Large Fine Plate Bracer	wrist1
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5578	Large Fine Plate Helm	head
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5582	Large Fine Splinted Cloak	back
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5579	Large Fine Plate Pauldron	shoulders
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5581	Large Fine Plate Visor	face
Fine Plate	Crafted	WAR,CLR,PAL,SHD,BRD	5574	Large Fine Plate Collar	neck
Flayed Paebala Armor Set	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC	3429	Flayed Paebala Boots	feet
Flayed Paebala Armor Set	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC	3430	Flayed Paebala Gloves	hands
Flayed Paebala Armor Set	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC	3431	Flayed Paebala Leggings	legs
Flayed Paebala Armor Set	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC	3432	Flayed Paebala Tunic	chest
Flayed Skin Armor	Karnor's Castle	SHD,NEC	3433	Flayed Skin Boots	feet
Flayed Skin Armor	Karnor's Castle	SHD,NEC	3434	Flayed Skin Bracers	wrist1
Flayed Skin Armor	Karnor's Castle	SHD,NEC	3435	Flayed Skin Cap	head
Flayed Skin Armor	Karnor's Castle	SHD,NEC	3436	Flayed Skin Leggings	legs
Flayed Skin Armor	Karnor's Castle	SHD,NEC	3437	Flayed Skin Sleeves	arms
Flayed Skin Armor	Karnor's Castle	SHD,NEC	3438	Flayed Skin Tunic	chest
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3456	Focused Ethereal Dagger	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3457	Focused Ethereal Great Staff	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3458	Focused Ethereal Greatsword	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3459	Focused Ethereal Long Sword	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3460	Focused Ethereal Morning Star	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3461	Focused Ethereal Rapier	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3464	Focused Ethereal Spear	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3462	Focused Ethereal Scimitar	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3463	Focused Ethereal Short Sword	primary
Focused Ethereal Weapons	Skyshrine	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3465	Focused Ethereal Warhammer	primary
Folded Velium Weapons	Dragon Necropolis	WAR,PAL,RNG,SHD,BRD,ROG	3474	Folded Velium War Lance	primary
Folded Velium Weapons	Dragon Necropolis	WAR,PAL,RNG,SHD,BRD,ROG	3475	Folded Velium Warsword	primary
Forest Stalker's Armor	Kael Drakkel	RNG	3497	Forest Stalker's Coif	head
Forest Stalker's Armor	Kael Drakkel	RNG	3496	Forest Stalker's Breastplate	chest
Forest Stalker's Armor	Kael Drakkel	RNG	3500	Forest Stalker's Vambraces	arms
Forest Stalker's Armor	Kael Drakkel	RNG	3495	Forest Stalker's Bracer	wrist1
Forest Stalker's Armor	Kael Drakkel	RNG	3498	Forest Stalker's Gauntlets	hands
Forest Stalker's Armor	Kael Drakkel	RNG	3499	Forest Stalker's Greaves	legs
Forest Stalker's Armor	Kael Drakkel	RNG	3494	Forest Stalker's Boots	feet
Forged Velium Weapons	Dragon Necropolis	WAR,PAL,RNG,SHD,BRD,ROG	3524	Forged Velium Battle Axe	primary
Forged Velium Weapons	Dragon Necropolis	WAR,PAL,RNG,SHD,BRD,ROG	3537	Forged Velium Warsword	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3502	Forged Bastard Sword	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3503	Forged Battle Axe	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3504	Forged Dagger	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3505	Forged Fer`Esh	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3506	Forged Halberd	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3507	Forged Javelin	range
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3508	Forged Long Sword	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3509	Forged Mace	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3510	Forged Morning Star	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3512	Forged Pick	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3513	Forged Rapier	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3514	Forged Scimitar	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3515	Forged Shan`Tok	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3516	Forged Sheer Blade	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3517	Forged Short Sword	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3518	Forged Shuriken	range
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3519	Forged Spear	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3520	Forged Throwing Axe	range
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3521	Forged Throwing Knife	range
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3522	Forged Two Handed Sword	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3538	Forged Warhammer	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3523	Forged Velium 2-Handed Sword	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3527	Forged Velium Dagger	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3528	Forged Velium Long Sword	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3529	Forged Velium Morning Star	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3530	Forged Velium Scimitar	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3531	Forged Velium Short Sword	primary
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3532	Forged Velium Shuriken	range
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3534	Forged Velium Throwing Axe	range
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3535	Forged Velium Throwing Knife	range
Forged Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	3536	Forged Velium Throwing Spear	range
