class_name	level	spell_name	trivial	research_only	availability	source_url	component_name	icon_id	quantity	component_kind
Wizard	34	Thunderclap	120	1	False	https://wiki.project1999.com/Research	Rune of Contortion	967	1	rune
Wizard	34	Thunderclap	120	1	False	https://wiki.project1999.com/Research	Rune of Howling	967	1	rune
Wizard	39	Common Portal	140	0	True	https://wiki.project1999.com/Research	Rune of the Combine	967	1	rune
Wizard	39	Common Portal	140	0	True	https://wiki.project1999.com/Research	Rune of Conception	967	1	rune
Wizard	39	Common Portal	140	0	True	https://wiki.project1999.com/Research	Rune of Embrace	967	1	rune
Wizard	39	Force Spiral of Al'Kabor	140	1	False	https://wiki.project1999.com/Research	Rune of Al'Kabor	967	1	rune
Wizard	39	Force Spiral of Al'Kabor	140	1	False	https://wiki.project1999.com/Research	Rune of The Helix		1	rune
Wizard	39	Force Spiral of Al'Kabor	140	1	False	https://wiki.project1999.com/Research	Rune of Infraction	967	1	rune
Wizard	39	Immobilize	140	0	True	https://wiki.project1999.com/Research	Rune of Paralysis	967	1	rune
Wizard	39	Immobilize	140	0	True	https://wiki.project1999.com/Research	Rune of Petrification	967	1	rune
Wizard	39	Immobilize	140	0	True	https://wiki.project1999.com/Research	Rune of Tyranny	967	1	rune
Wizard	44	Gravity Flux	162	1	False	https://wiki.project1999.com/Research	Rune of Attraction	967	1	rune
Wizard	44	Gravity Flux	162	1	False	https://wiki.project1999.com/Research	Rune of the Inverse	967	1	rune
Wizard	44	Gravity Flux	162	1	False	https://wiki.project1999.com/Research	Rune of Rathe	967	1	rune
Wizard	49	Ice Comet	184	0	False*	https://wiki.project1999.com/Research	Rune of the Astral	967	1	rune
Wizard	49	Ice Comet	184	0	False*	https://wiki.project1999.com/Research	Rune of Frost	967	1	rune
Wizard	49	Paralyzing Earth	182	0	Unknown	https://wiki.project1999.com/Research	Rune of Crippling	967	1	rune
Wizard	49	Paralyzing Earth	182	0	Unknown	https://wiki.project1999.com/Research	Rune of Rathe	967	1	rune
Wizard	49	Supernova	182	1	False	https://wiki.project1999.com/Research	Rune of the Astral	967	1	rune
Wizard	49	Supernova	182	1	False	https://wiki.project1999.com/Research	Rune of Impetus	967	1	rune
Wizard	49	Wrath of Al'Kabor	184	1	False	https://wiki.project1999.com/Research	Rune of Ap'Sagor		1	rune
Wizard	49	Wrath of Al'Kabor	184	1	False	https://wiki.project1999.com/Research	Rune of Concussion	967	1	rune
