planner_item_id	peq_item_id	item_name	icon_id
2583	19035	Driftwood Pipe	904
2584	17406	Driftwood Treasure Chest	836
2585	24876	Drixie Remains	817
2586	28670	Droga Jail Key	1081
2587	7242	Drogan Obsidian Dagger	575
2588	6475	Drogan Warlord's Insignia	976
2589	2733	Drolvarg Mantle	668
2590	13829	Drom's Champagne	831
2591	22528	Drop of Grease	1153
2592	22517	Drop of Mercury	585
2593	24737	Drums of the Beast	1152
2594	22700	Dry Hook	522
2595	12036	Dual-Edged Blade Mold	1151
2596	11687	Duennan Shielding Ring	1052
2597	10073	Dufrenite	957
2598	20964	Dulcet Nectar	1006
2599	6575	Dull Black Ore	767
2600	30265	Dull Bladed Axe	568
2601	10517	Dull Bone Chips	804
2602	20442	Dull Bone Key	1078
2603	12449	Dull Cutting Disk	734
2604	10631	Dull Diamond	966
2605	20926	Dull Dragon Scale	1136
2606	10634	Dull Emerald	958
2607	13347	Dull Pearl Necklace	851
2608	10633	Dull Ruby	964
2609	10632	Dull Sapphire	963
2610	20826	Dull Stone	1095
2611	7047	Dull Wooden Spear	776
2612	22183	Duskglow Vine	1200
2613	0	Spell: Dustdevil	504
2614	2067	Dusted Starmetal Block	1138
2615	11958	Dustscryer's Crystal Ball	507
2616	1404	Dusty Bloodstained Gloves	636
2617	11953	Dusty Breastplate	624
2618	6706	A Dusty Broken Shield	542
2619	6707	A Dusty Broken Sword	603
2620	1473	Dusty Burlap Cape	656
2621	1470	Dusty Burlap Collar	500
2622	1474	Dusty Burlap Cord	572
2623	1477	Dusty Burlap Gloves	517
2624	1468	Dusty Burlap Hood	639
2625	1478	Dusty Burlap Pants	631
2626	1479	Dusty Burlap Sandals	666
2627	1472	Dusty Burlap Shawl	665
2628	1471	Dusty Burlap Shirt	678
2629	1475	Dusty Burlap Sleeves	670
2630	1469	Dusty Burlap Veil	677
2631	1476	Dusty Burlap Wristband	638
2632	30984	A Dusty Iksar Skull	1070
2633	18264	Dusty Kobold Scroll	504
2634	6704	A Dusty Old Backbone	907
2635	6703	Dusty Old Finger Bones	804
2636	6702	A Dusty Old Jawbone	906
2637	6701	A Dusty Old Leg Bone	905
2638	6700	A Dusty Old Skull	1070
2639	17081	Dusty Ransacker's Pack	884
2640	4294	Dusty Rusted Shackles	1235
2641	4295	Dusty Rusted Vambraces	543
2642	14382	Dusty Tome	778
2643	13514	Dusty Tunic*	678
2644	13332	Dwarf Bones	804
2645	13458	Dwarf Chops	815
2646	13839	Dwarf Decapitated Head	990
2647	12136	Dwarf Head	990
2648	13414	Dwarf Meat	817
2649	13120	Dwarf Pickles	1018
2650	12137	Dwarf Skull	1070
2651	13036	Dwarven Ale	703
2652	5300	Dwarven Axe	569
2653	23373	Dwarven Battle Shield	676
2654	23373	Dwarven Battle Shield	676
2655	22516	Dwarven Blood	1157
2656	4419	Dwarven Plate Breastplate	624
2657	21373	Dwarven Chain Boots	545
2658	21370	Dwarven Chain Bracelet	620
2659	21367	Dwarven Chain Cloak	661
2660	21362	Dwarven Chain Coif	625
2661	21371	Dwarven Chain Gloves	526
2662	21364	Dwarven Chain Gorget	627
2663	21372	Dwarven Chain Leggings	540
2664	21365	Dwarven Chain Mail	538
2665	21366	Dwarven Chain Mantle	769
2666	21368	Dwarven Chain Skirt	562
2667	21369	Dwarven Chain Sleeves	543
2668	21363	Dwarven Chain Veil	770
2669	6315	Dwarven Mace	578
2670	4459	Dwarven Plate Boots	524
2671	4427	Dwarven Plate Boots	524
2672	4456	Dwarven Plate Bracers	516
2673	4424	Dwarven Plate Bracers	516
2674	4451	Dwarven Plate Breastplate	624
2675	4450	Dwarven Plate Collar	626
2676	4418	Dwarven Plate Collar	626
2677	4457	Dwarven Plate Gauntlets	531
2678	4425	Dwarven Plate Gauntlets	531
2679	4422	Dwarven Plate Girdle	549
2680	4422	Dwarven Plate Girdle	549
2681	4458	Dwarven Plate Greaves	540
2682	4426	Dwarven Plate Greaves	540
2683	4448	Dwarven Plate Helm	550
2684	4416	Dwarven Plate Helm	550
2685	4420	Dwarven Plate Pauldron	798
2686	4420	Dwarven Plate Pauldron	798
2687	4455	Dwarven Plate Vambraces	622
2688	4423	Dwarven Plate Vambraces	622
2689	4449	Dwarven Plate Visor	772
2690	4417	Dwarven Plate Visor	772
2691	3301	Dwarven Ringmail Tunic	538
2692	6617	Dwarven Sap	1188
2693	20479	Dwarven Smiths Hammer	567
2694	10477	Dwarven Smithy Hammer	567
2695	4421	Dwarven Splinted Cloak	663
2696	4421	Dwarven Splinted Cloak	663
2697	5301	Dwarven Two-Handed Axe	568
2698	12111	Dwarven Wire	1140
2699	3312	Dwarven Work Boots	779
2700	2501	Dweamorvine Garland	1072
2701	29586	E'cian Ice Scales	1234
2702	1538	Earring of Bashing	752
2703	5702	Earring of Blazing Energy	1042
2704	5815	Earring of Cleansing	514
2705	10302	Earring of Disease Reflection	1050
2706	14559	Earring of Displacement	544
2707	14714	Earring of Essence	1042
2708	5746	Earring of Everfount	1042
2709	10303	Earring of Fire Reflection	1048
2710	10304	Earring of Frost Reflection	1042
2711	10587	Earring of Grachnist	756
2712	10305	Earring of Magic Reflection	618
2713	10306	Earring of Poison Reflection	522
2714	5814	Earring of Purity	618
2715	5813	Earring of Twisted Leaves	1072
2716	5812	Earring of Woven Bark	1071
2717	1744	Earring of the Frozen Skull	619
2718	31370	Earring of the Icecaster	534
2719	31470	Earring of the Living Flame	619
2720	12782	Earth Dragon Crystal	507
2721	18959	Earth Stained Note	504
2722	20488	Earthcaller	2875
2723	5531	Earthen Blade	1164
2724	2357	Earthen Boots	633
2725	22511	Earthen Temper	703
2726	5667	Earthshaker	519
2727	2714	Earthshaker's Mantle	668
2728	12611	Earthworm Munch	787
2729	7037	Ebon Dagger	592
2730	9106	Ebon Drake Backbone	905
2731	10985	Ebon Drake Bile	1003
2732	11086	Ebon Drake Scales	1234
2733	10979	Ebon Drake Wing	791
2734	10980	Ebon Drakeling Bile	1003
2735	10974	Ebon Drakeling Scales	1234
2736	13904	Ebon Lotus	650
2737	6611	Ebon Mace	578
2738	11956	Ebon Razor	847
2739	1871	Ebon Scythe	579
2740	20780	Ebon Shard	967
2741	20929	Ebon Tessera	734
2742	10515	Ebon Wand	809
2743	7048	Ebon War Spear	776
2744	11677	Ebonsting	574
2745	6689	Ebonwood Cudgel	578
2746	5405	Ebony Bladed Sword	590
2747	1116	Ebony Headband	938
2748	14247	Echinacea	1196
2749	5625	Edge of Cabilis	519
2750	5649	Edge of the Nightwalker	890
2751	2060	Edge of the Taskmaster	590
2752	13498	Edible Goo	926
2753	20983	Efreeti Battle Axe	1164
2754	20976	Efreeti Belt	564
2755	20875	Efreeti Dirk	575
2756	20792	Efreeti Great Staff	602
2757	25560	Efreeti Ice Staff	811
2758	20858	Efreeti Long Sword	590
2759	20816	Efreeti Mace	578
2760	20870	Efreeti Magi Staff	811
2761	20739	Efreeti Scimitar	604
2762	20817	Efreeti Standard	578
2763	20951	Efreeti Statuette	895
2764	20711	Efreeti War Axe	1167
2765	20861	Efreeti War Bow	597
2766	20845	Efreeti War Club	738
2767	20830	Efreeti War Horn	594
2768	20846	Efreeti War Maul	903
2769	20705	Efreeti War Shield	606
2770	20831	Efreeti War Spear	740
2771	20753	Efreeti War Staff	601
2772	20779	Efreeti Wind Staff	602
2773	20725	Efreeti Zweihander	519
2774	22541	Egg Nog	856
2775	22542	Egg Nog XXX	856
2776	20440	Elaborate Scimitar	1169
2777	1694	Elbaite Focus	962
2778	29614	Elder's Earring	522
2779	2713	Elder Shaman's Ceremonial Bracelet	560
2780	4577	Elder Spiritist's Boots	524
2781	4574	Elder Spiritist's Bracer	516
2782	4572	Elder Spiritist's Breastplate	624
2783	4575	Elder Spiritist's Gauntlets	531
2784	4576	Elder Spiritist's Greaves	540
2785	4571	Elder Spiritist's Helm	746
2786	4573	Elder Spiritist's Vambraces	622
2787	14226	Elderberry	911
2788	5408	Electrum-Bladed Wakizashi	890
2789	5408	Electrum-Bladed Wakizashi	890
2790	14641	Electrum Amber Earring	1050
2791	16501	Electrum Bar	1091
2792	14621	Electrum Bloodstone Necklace	1049
2793	10358	Electrum Bracelet	520
2794	14633	Electrum Carnelian Wedding Ring	1059
2795	14617	Electrum Cat Eye Bracelet	1055
2796	14677	Electrum Fire Wedding Ring	1059
2797	21074	Electrum Full Breastplate	624
2798	21082	Electrum Full Plate Boots	524
2799	21079	Electrum Full Plate Bracer	516
2800	21073	Electrum Full Plate Collar	626
2801	21080	Electrum Full Plate Gauntlets	531
2802	21077	Electrum Full Plate Girdle	549
2803	21081	Electrum Full Plate Greaves	540
2804	21071	Electrum Full Plate Helm	550
2805	21075	Electrum Full Plate Pauldron	798
2806	21078	Electrum Full Plate Vambraces	622
2807	21072	Electrum Full Plate Visor	772
2808	21076	Electrum Full Splinted Cloak	663
2809	14613	Electrum Hematite Choker	1046
2810	14629	Electrum Jasper Earring	1050
2811	14605	Electrum Lapis Lazuli Earring	1042
2812	14601	Electrum Malachite Bracelet	1040
2813	14625	Electrum Onyx Pendant	1058
2814	14669	Electrum Opal Amulet	1053
2815	14653	Electrum Pearl Choker	1054
2816	14661	Electrum Peridot Bracelet	1040
2817	14637	Electrum Star Amulet	1053
2818	14681	Electrum Star Ruby Ring	1061
2819	14609	Electrum Turquoise Engagement Ring	1045
2820	5054	Elegant Darkwood Katana	890
2821	28032	Element of Earth	767
2822	28009	Element of Fire	964
2823	28006	Element of Water	963
2824	28033	Element of Wind	966
2825	28043	Elemental Binder	511
2826	17502	Elemental Grimoire	777
2827	2465	Elf-Hide Gloves	636
2828	2465	Elf-hide Gloves	636
2829	16528	Elf Leaf	795
2830	12235	Elf Pickles	1018
2831	12701	Elf Skull	1070
2832	1262	Elliptical Veil	677
2833	8081	Elm Bow Staff	601
2834	22515	Elven Blood	1157
2835	3272	Elven Chain Coif	625
2836	3273	Elven Chain Veil	770
2837	21480	Elven Chainmail Boots	545
2838	3280	Elven Chainmail Bracelet	620
2839	3277	Elven Chainmail Cape	661
2840	3281	Elven Chainmail Gloves	526
2841	3282	Elven Chainmail Leggings	540
2842	3276	Elven Chainmail Mantle	769
2843	3274	Elven Chainmail Neckguard	627
2844	3278	Elven Chainmail Skirt	562
2845	3279	Elven Chainmail Sleeves	543
2846	3275	Elven Chainmail Tunic	538
2847	10478	Elven Smithy Hammer	567
2848	13155	Elven Trail Mix	1145
2849	13460	Elven Veal	817
2850	13035	Elven Wine	825
2851	29280	Embalmers Skinning Knife	592
2852	16990	Embalming Dust	1075
2853	12410	Embalming Fluid	717
2854	18231	embalming fluid mixture	504
2855	14582	Embroidered Bag of Bone Necklaces	582
2856	14583	Embroidered Bag of Bronze Symbols	582
2857	1401	Embroidered Black Cape	656
2858	1362	Embroidered Black Sleeves	670
2859	1198	Embroidered Coldain Prayer Shawl	659
2860	1833	Embroidered Shawl Pattern	504
2861	9724	Embroidering Needle	1123
2862	10029	Emerald	958
2863	31412	Emerald Bastardsword of Purity	1190
2864	1580	Emerald Cloak of the Faydark	663
2865	22823	Emerald Dragon Scales	1088
2866	11635	Emerald Dragonscale Tunic	621
2867	14665	Emerald Electrum Bracelet	1040
2868	12767	Emerald Orange	1037
2869	22499	Emerald Orange Schnapps	824
2870	12768	Emerald Palm Root	583
2871	10045	Emerald Ring	1041
2872	13322	Emerald Shard	958
2873	20962	Emerald Spiroc Feather	1146
2874	31257	Emerald Symbol	967
2875	31268	Emerald Tear	734
2877	16825	Emeraldberry Cyanide	1074
2878	12319	Emissary Head	986
2879	17939	Empty Bag	690
2880	17865	Empty Crest Case	608
2881	7112	Empty Crystal Sphere	507
2882	17992	Empty Curskin Bag	565
2883	17936	Empty Fish Sack	690
2884	17408	Empty Fusible Ore Crate	724
2885	17512	Empty Gem Bag	690
2886	10263	Empty Infectious Vial	1006
2887	10626	Empty Ink Vial	585
2888	1892	Empty Jar	1006
2889	17326	An Empty Pot of Gold	1082
2890	12135	Empty Potion of Marr	788
2891	17957	Empty Pouch	582
2892	17864	Empty Seed Collection Bag	539
2893	17938	Empty Shark Bag	690
2894	17039	Empty Tin Box	1144
2895	17039	Empty Tin Box	609
2896	10062	Empty Vial	585
2897	4403	Enameled Black Chestplate	624
2898	6401	Enameled Black Mace	578
2899	2046	Encased Velium Etched Rune	566
2900	2046	Encased Velium etched rune	566
2901	10442	Enchanted Adamantite Jointing	620
2902	10446	Enchanted Adamantite Rings	1032
2903	21550	Enchanted Antonian Long Sword	590
2904	21550	Enchanted Antonian Long Sword	590
2905	10447	Enchanted Block of Adamantite	1138
2906	10430	Enchanted Block of Brellium	1138
2907	10453	Enchanted Block of Mithril	1138
2908	10433	Enchanted Brellium Jointing	620
2909	10432	Enchanted Brellium Rings	1032
2910	10470	Brellium Chain Jointing	620
2911	20455	Enchanted Clay	1135
2912	10618	Enchanted Diamond	966
2913	21293	Enchanted Dwarven Breastplate	624
2914	21301	Enchanted Dwarven Plate Boots	524
2915	21298	Enchanted Dwarven Plate Bracers	516
2916	21292	Enchanted Dwarven Plate Collar	626
2917	21299	Enchanted Dwarven Plate Gauntlets	531
2918	21296	Enchanted Dwarven Plate Girdle	549
2919	21300	Enchanted Dwarven Plate Greaves	540
2920	21290	Enchanted Dwarven Plate Helm	550
2921	21294	Enchanted Dwarven Plate Pauldron	798
2922	21297	Enchanted Dwarven Plate Vambraces	622
2923	21291	Enchanted Dwarven Plate Visor	772
2924	21295	Enchanted Dwarven Splinted Cloak	663
2925	16505	Enchanted Electrum Bar	1091
2926	21484	Enchanted Elven Chain Boots	545
2927	21054	Enchanted Elven Chain Cape	661
2928	21049	Enchanted Elven Chain Coif	625
2929	21053	Enchanted Elven Chain Mantle	769
2930	21051	Enchanted Elven Chain Neckguard	627
2931	21052	Enchanted Elven Chain Tunic	538
2932	21050	Enchanted Elven Chain Veil	770
2933	21057	Enchanted Elven Chainmail Bracelet	620
2934	21058	Enchanted Elven Chainmail Gloves	526
2935	21059	Enchanted Elven Chainmail Leggings	540
2936	21055	Enchanted Elven Chainmail Skirt	503
2937	21056	Enchanted Elven Chainmail Sleeves	543
2938	10621	Enchanted Emerald	958
2939	5214	Enchanted Fine Steel Morning Star	741
2940	5216	Enchanted Fine Steel Rapier	762
2941	10444	Enchanted Folded Adamantite Sheet	1036
2942	10428	Enchanted Folded Brellium Sheet	1036
2943	10437	Enchanted Folded Sheet Metal	1036
2944	10452	Enchanted Folded Sheet of Mithril	1036
2945	21110	Enchanted Full Breastplate (electrum)	624
2946	21110	Enchanted Full Breastplate (gold)	624
2947	21110	Enchanted Full Breastplate (platinum)	624
2948	21110	Enchanted Full Breastplate (silver)	624
2949	21118	Enchanted Full Plate Boots (electrum)	524
2950	21118	Enchanted Full Plate Boots (gold)	524
2951	21118	Enchanted Full Plate Boots (platinum)	524
2952	21118	Enchanted Full Plate Boots (silver)	524
2953	21115	Enchanted Full Plate Bracers (electrum)	516
2954	21115	Enchanted Full Plate Bracers (gold)	516
2955	21115	Enchanted Full Plate Bracers (platinum)	516
2956	21115	Enchanted Full Plate Bracers (silver)	516
2957	21109	Enchanted Full Plate Collar (electrum)	626
2958	21109	Enchanted Full Plate Collar (gold)	626
2959	21109	Enchanted Full Plate Collar (platinum)	626
2960	21109	Enchanted Full Plate Collar (silver)	626
2961	21116	Enchanted Full Plate Gauntlets (electrum)	531
2962	21116	Enchanted Full Plate Gauntlets (gold)	531
2963	21116	Enchanted Full Plate Gauntlets (platinum)	531
2964	21116	Enchanted Full Plate Gauntlets (silver)	531
2965	21113	Enchanted Full Plate Girdle (electrum)	549
2966	21113	Enchanted Full Plate Girdle (gold)	549
2967	21113	Enchanted Full Plate Girdle (platinum)	549
2968	21113	Enchanted Full Plate Girdle (silver)	549
2969	21117	Enchanted Full Plate Greaves (electrum)	540
2970	21117	Enchanted Full Plate Greaves (gold)	540
2971	21117	Enchanted Full Plate Greaves (platinum)	540
2972	21117	Enchanted Full Plate Greaves (silver)	540
2973	21107	Enchanted Full Plate Helm (electrum)	550
2974	21107	Enchanted Full Plate Helm (gold)	550
2975	21107	Enchanted Full Plate Helm (platinum)	550
2976	21107	Enchanted Full Plate Helm (silver)	550
2977	21111	Enchanted Full Plate Pauldron (electrum)	798
2978	21111	Enchanted Full Plate Pauldron (gold)	798
2979	21111	Enchanted Full Plate Pauldron (platinum)	798
2980	21111	Enchanted Full Plate Pauldron (silver)	798
2981	21114	Enchanted Full Plate Vambraces (electrum)	622
2982	21114	Enchanted Full Plate Vambraces (gold)	622
2983	21114	Enchanted Full Plate Vambraces (platinum)	622
2984	21114	Enchanted Full Plate Vambraces (silver)	622
2985	21108	Enchanted Full Plate Visor (electrum)	772
2986	21108	Enchanted Full Plate Visor (gold)	772
2987	21108	Enchanted Full Plate Visor (platinum)	772
2988	21108	Enchanted Full Plate Visor (silver)	772
2989	21112	Enchanted Full Splinted Cloak (electrum)	663
2990	21112	Enchanted Full Splinted Cloak (gold)	663
2991	21112	Enchanted Full Splinted Cloak (platinum)	663
2992	21112	Enchanted Full Splinted Cloak (silver)	663
2993	2354	Enchanted Gloves	636
2994	16506	Enchanted Gold Bar	1091
2995	24729	Enchanted Kelp Gauntlets	636
2996	24725	Enchanted Kelp Leggings	655
2997	10449	Enchanted Lrg. Brick of Adamantite	1138
2998	10434	Enchanted Lrg. Brick of Brellium	1138
2999	10455	Enchanted Lrg. Brick of Mithril	1138
3000	10473	Brellium Rings	1032
3001	10443	Enchanted Mithril Chain Jointing	620
3002	10451	Enchanted Mithril Rings	1032
3003	16507	Enchanted Platinum Bar	1092
3004	10620	Enchanted Ruby	964
3005	10619	Enchanted Sapphire	963
3006	21523	Enchanted Seafarers Cutlass	604
3007	21512	Enchanted Seafarers Dirk	1214
3008	21513	Enchanted Seafarers Harpoon	776
3009	10438	Enchanted Sheet Metal	1036
3010	10429	Enchanted Sheet of Brellium	1036
3011	16504	Enchanted Silver Bar	1092
3012	10431	Enchanted Sm. Brick of Brellium	1138
3013	21485	Enchanted Teir`Dal Chain Boots	545
3014	21068	Enchanted Teir`Dal Chain Bracelet	620
3015	21065	Enchanted Teir`Dal Chain Cape	661
3016	21060	Enchanted Teir`Dal Chain Coif	625
3017	21069	Enchanted Teir`Dal Chain Gloves	526
3018	21070	Enchanted Teir`Dal Chain Leggings	540
3019	21064	Enchanted Teir`Dal Chain Mantle	769
3020	21062	Enchanted Teir`Dal Chain Neckguard	627
3021	21067	Enchanted Teir`Dal Chain Sleeves	543
3022	21063	Enchanted Teir`Dal Chain Tunic	538
3023	21061	Enchanted Teir`Dal Chain Veil	770
3024	21066	Enchanted Teir`Dal Chainmail Skirt	562
3025	5203	Enchanted Teir`Dal Great Staff	601
3026	22099	Enchanted Velium Bar	1092
3027	1713	Enchanted Velium Mask	528
3028	1850	Enchanted Velium Powder	1075
3029	17861	An Enchanters Sack	689
3030	11571	Encyclopedia Necrotheurgia	789
3031	1545	Engineer's Ring	616
3032	25062	Engraved Bone Pauldrons	798
3033	5701	Engraved Di'Zok Deathbringer	581
3034	1681	Engraved Ring	617
3035	0	Engraved Sarnak Koatchet	1180
3036	25047	Engraved Skull Amulet	528
3037	27030	Engraved Velium Spear	776
3038	27013	Engraved Velium Warsword	575
3039	27030	Engraved Velium Spear	776
3040	2396	Enraged Goblin Beads	850
3041	1625	Enshrouded Veil	677
3042	27250	Entariz's Talisman	510
3043	1774	Envelope with dust sample	868
3044	1677	Envy	1183
3045	1815	Equestrielle's Eye	1130
3046	13830	Ernele's Champagne	831
3047	24945	Eroded Leather Boots	633
3048	24946	Eroded Leather Bracelet	637
3049	24947	Eroded Leather Cap	640
3050	24948	Eroded Leather Gloves	636
3051	24943	Eroded Leather Leggings	635
3052	24944	Eroded Leather Sleeves	634
3053	24942	Eroded Leather Tunic	632
3054	13118	Erud's Tonic	856
3055	1120	Erudehide Tunic	632
3056	17806	Erudite Sewing Kit	892
3057	27722	Ervaj's Flute of Flight	751
3058	27226	Esorpa's Talisman	510
3059	11683	Espri	1169
3060	2700	Essence Blade	575
3061	9963	Essence Emerald	958
3062	2698	Essence Lens	1129
3063	2699	Essence Mace	578
3064	2748	Essence Pearl	534
3065	2842	Essence Ring	616
3066	14721	Essence of Dol	960
3067	7886	Essence of Fire	1076
3068	0	Essence of Gukta	698
3069	22520	Essence of Moonlight	695
3070	2498	Essence of Nature	767
3071	14088	Essence of Rallos	808
3072	11805	Essence of Rathe	836
3073	22518	Essence of Shadow	956
3074	22527	Essence of Sunlight	1158
3075	22532	Essence of Winter	585
3076	10623	Essence of a Ghost	528
3077	10624	Essence of a Vampire	1075
3078	1754	Etched Chitin Shield	1246
3079	2559	Etched Iron Boots	524
3080	2555	Etched Iron Bracers	516
3081	2551	Etched Iron Breastplate	624
3082	2550	Etched Iron Collar	626
3083	2557	Etched Iron Gauntlets	531
3084	2553	Etched Iron Girdle	549
3085	2558	Etched Iron Greaves	540
3086	2548	Etched Iron Helm	550
3087	2549	Etched Iron Mask	772
3088	2552	Etched Iron Pauldron	798
3089	2554	Etched Iron Vambraces	622
3090	2347	Etched Ivory Charm	566
3091	1856	Etched Rune	967
3092	1855	Etched Rune Pattern	504
3093	0	Etched Signet	1002
3094	5757	Etched Steel Baton	732
3095	27079	Etched Velium Battle Axe	1166
3096	27021	Etched Velium Battlehammer	567
3097	27054	Etched Velium Brawl Stick	1175
3098	27061	Etched Velium War Lance	742
3099	27004	Etched Velium Warsword	575
3100	20836	Ethereal Amber	951
3101	20801	Ethereal Amethyst	960
3102	1728	Ethereal Bladed Naginata	736
3103	20982	Ethereal Emerald	958
3104	4887	Ethereal Mist Boots	524
3105	4884	Ethereal Mist Bracers	516
3106	4882	Ethereal Mist Chestplate	624
3107	4885	Ethereal Mist Gauntlets	531
3108	4886	Ethereal Mist Greaves	540
3109	4881	Ethereal Mist Helm	746
3110	4883	Ethereal Mist Vambraces	622
3111	20743	Ethereal Opal	959
3112	20737	Ethereal Ruby	964
3113	20754	Ethereal Sapphire	963
3114	16975	Ethereal Suspension	599
3115	20723	Ethereal Topaz	954
3116	14447	Ethira's Poison Antidote	705
3117	14239	Eucalyptus Leaf	1073
3118	11554	Evensong	741
3119	12220	Everburn Candle	1127
3120	22126	Evergreen Extract	1156
3121	12851	Evergreen Ivy Ringband	849
3122	22119	Evergreen Leaf	795
3123	14975	Evergreen Salmon	775
3124	16536	Evil Eye Eyestalk	820
3126	10170	Evil Eye Lens	1129
3127	12811	Excavator Claws	743
3128	6925	Excellent Gorilla Hide	554
3129	30359	Excellent Sabertooth Tiger Hide	834
3130	25109	Excellent Siren Scales	799
3131	0	Exceptional Ratman Blood	1157
3132	5407	An Executioner's Axe	1164
3133	5606	Executioner's Blade	1181
3134	2468	Executioners Hood	664
3135	14776	Exiled Iksar Head	1070
3136	15910	Expert Rune (Azia)	967
3137	15911	Expert Rune (Beza)	967
3138	15921	Expert Rune (Complete)	967
3139	8004	Explorer Survival Knife	591
3140	27086	Exquisite Velium Battle Axe	1166
3141	27026	Exquisite Velium Battlehammer	567
3142	27056	Exquisite Velium Brawl Stick	1175
3143	27046	Exquisite Velium Claidhmore	1211
3144	27076	Exquisite Velium Reinforced Bow	1104
3145	27035	Exquisite Velium Spear	776
3146	27066	Exquisite Velium War Lance	742
3147	27016	Exquisite Velium Warsword	575
3148	1547	Eye of Cazic Thule	1130
3149	10309	Eye of Disvan	507
3150	13151	Eye of Fright	885
3151	10526	Eye of Guk	885
3152	20656	Eye of Innoruuk	1130
3153	10525	Eye of Jin	885
3154	1687	Eye of Kaiaren	917
3155	10524	Eye of Kor	885
3156	14716	Eye of Melnor	955
3157	1745	Eye of Narandi	1131
3158	10220	Eye of Petrifin	886
3159	12881	Eye of RokGus	953
3160	11795	Eye of Serilis	943
3161	13180	Eye of Shadow	885
3162	13321	Eye of Stormhammer	958
3163	10523	Eye of Urd	885
3164	31400	Eye of the Rigtorgn	507
3165	16516	Eyebright	795
3166	14059	Eyeburn Solution	808
3167	30008	Eyepatch of Plunder	595
3168	25031	Eyepatch of the Shadows	595
3169	7508	Eyerazzia	762
3170	29623	Eysa's Token	863
3171	1743	Faceguard of Bentos the Hero	528
3172	31375	Facesmasher	567
3173	10192	Faceted Hyacinth	965
3174	10193	Faceted Hyacinth Telesm	752
3175	13542	Faded Blue Robe*	838
3176	13534	Faded Brown Tunic*	678
3177	1056	Faded Cloak	840
3178	13590	Faded Gold Training Tunic*	678
3179	11706	A Faded Salil's Writ Page	870
3180	13506	Faded Tunic*	678
3181	11701	A Faded Velishoul's Tome Page	870
3182	29232	Fading Shadow Claymore	519
3183	29238	Fading Shadow Dagger	592
3184	29231	Fading Shadow Long Sword	590
3185	29240	Fading Shadow Rapier	762
3186	29234	Fading Shadow Scimitar	604
3187	29233	Fading Shadow Short Sword	580
3188	29239	Fading Shadow Spear	776
3189	29237	Fading Shadow Staff	602
3190	29236	Fading Shadow Star	741
3191	29235	Fading Shadow Warhammer	581
3192	6978	Fading Soul Orb	507
3193	14565	Fae Amulet	1043
3194	20710	Fae Pauldrons	798
3195	20446	Faelin`s Ring	1060
3196	13345	Faerie Princess Wing	910
3197	13143	Faerie Wing	910
3198	14043	Faerix Spores	1201
3199	20810	Faintly Glowing Diamond	966
3200	27728	Fairy-Hide Mantle	668
3201	12107	Fairy Drake Dust	1076
3202	12106	Fairy Dust	1075
3203	5379	Falchion of the Koada'Vie	580
3204	29610	Falgiron Staff	602
3205	5725	Fancy Velvet Mantle	668
3206	10855	Fang Amulet of Calling	802
3207	30054	Fang of the Garou	807
3208	1349	Fang of the Wolf	801
3209	7501	Fanged Skull Stiletto	575
3210	11675	Fangol	1167
3211	25582	Fatecaller	1166
3212	24609	Fatesealer	973
3213	0	Fatty Walrus Meat	817
3214	22830	Faun Flute	751
3215	30224	Faun Hoof	1139
3216	22831	Faun Meat	817
3217	12933	Faydark Ringmail Boots	545
3218	12930	Faydark Ringmail Bracer	620
3219	12926	Faydark Ringmail Coat	538
3220	12924	Faydark Ringmail Coif	625
3221	12925	Faydark Ringmail Collar	627
3222	12931	Faydark Ringmail Gloves	526
3223	12927	Faydark Ringmail Mantle	769
3224	12932	Faydark Ringmail Pants	540
3225	12928	Faydark Ringmail Skirt	562
3226	12929	Faydark Ringmail Sleeves	543
3227	19970	Faydwer Porter	979
3228	22544	Faydwer Schnapps	824
3229	19966	Faydwer Shaker	979
3230	5160	Fayguard Bladecatcher	1183
3231	7328	Fayguard Parrying Dagger	1183
3232	1555	Fearsome Shield	976
3233	20755	Feathered Cape	659
3234	2462	Feathered Leggings	635
3235	17972	Featherweight Pouch	690
3236	31235	Feeliux`s Cord of Velocity	572
3237	0	Feir'Dal Champagne	788
3238	0	Feir'Dal Long Sword	590
3239	0	Feir'Dal Sewing Kit	892
3240	5607	Felhammer	1171
3241	24734	Fellspine's Tail	596
3242	14234	Fennel	1037
3243	14217	Fenugreek	1197
3244	22090	Fer`Esh Blade Mold	1151
3245	12422	Fern Flower	721
3246	17025	Fern Flower Pouch	582
3247	5754	Fester	1214
3248	1343	Festering Cloak	656
3249	14040	Festering Nettle	808
3250	13150	Fetid Skin	823
3251	7200	Feverblade - Bane of the Shissar	592
3252	16525	Feverfew	795
3253	2990	Field Breastplate	624
3254	2983	Field Plate Boots	524
3255	2987	Field Plate Bracers	516
3256	2985	Field Plate Cloak	663
3257	2992	Field Plate Collar	626
3258	2982	Field Plate Gauntlets	531
3259	2981	Field Plate Girdle	549
3260	2989	Field Plate Greaves	540
3261	2980	Field Plate Helm	550
3262	2984	Field Plate Pauldron	798
3263	2986	Field Plate Vambraces	622
3264	2991	Field Plate Visor	772
3265	8055	Field Point Arrowheads	1098
3266	22056	Field Splinted Cloak Mold	1151
3267	1724	Field Supplies	690
3268	11050	Fiery Avenger	519
